"Medicare Part D Opioid Prescribing Rates from Calendar Year 2016,",,,,,,,,,,,
by ZIP Code,,,,,,,,,,,
,,,,,,,,,,,
,,,Calendar Year 2016,,,,,,,Change in Opioid Prescribing Rates 2013 to 2016,
State Name,State Abbreviation,ZIP Code,Part D Prescribers,Part D Opioid Prescribers,Opioid Claims,Extended Release Opioid Claims,Overall Claims,Opioid Prescribing Rate,Extended Release Opioid Prescribing Rate,Change in Opioid Prescribing Rate,Change in Extended Release Opioid Prescribing Rate 
Arizona,AZ,85139,15,5,692,0,"19,029",3.64,0.00,-1.98,-1.88
Arizona,AZ,85140,21,9,815,60,"15,464",5.27,7.36,-1.62,7.36
Arizona,AZ,85142,45,31,"3,237",134,"65,950",4.91,4.14,-1.09,0.17
Arizona,AZ,85143,37,19,678,14,"22,981",2.95,2.06,-1.88,2.06
Arizona,AZ,85147,74,30,"3,331",566,"38,335",8.69,16.99,2.66,5.07
Arizona,AZ,85194,3,2,132,0,"2,348",5.62,0.00,1.89,0.00
Arizona,AZ,85201,96,34,"6,087","1,200","55,068",11.05,19.71,3.02,5.46
Arizona,AZ,85202,181,96,"8,700",413,"85,439",10.18,4.75,-1.55,0.89
Arizona,AZ,85203,95,51,"10,231",770,"151,290",6.76,7.53,-0.93,-6.89
Arizona,AZ,85204,106,43,"5,445",230,"161,006",3.38,4.22,-2.76,-2.26
Arizona,AZ,85205,101,53,"6,140",421,"124,764",4.92,6.86,-1.11,0.39
Arizona,AZ,85206,426,212,"26,861","1,827","652,030",4.12,6.80,-0.87,-0.08
Arizona,AZ,85207,38,27,"4,861",371,"84,899",5.73,7.63,-0.22,2.15
Arizona,AZ,85208,18,13,"2,396",145,"55,507",4.32,6.05,-9.75,-12.09
Arizona,AZ,85209,133,57,"7,316",464,"145,026",5.04,6.34,-2.07,-2.78
Arizona,AZ,85210,124,54,"9,458","1,255","117,041",8.08,13.27,2.08,6.05
Arizona,AZ,85212,61,35,"8,024","1,409","99,518",8.06,17.56,-0.41,5.46
Arizona,AZ,85213,39,19,"1,212",72,"32,587",3.72,5.94,-1.27,-0.40
Arizona,AZ,85215,54,33,"1,406",129,"23,695",5.93,9.17,2.10,-1.28
Arizona,AZ,85224,487,272,"38,408","3,945","633,809",6.06,10.27,0.22,3.38
Arizona,AZ,85225,74,44,"11,859","1,972","59,690",19.87,16.63,3.05,5.16
Arizona,AZ,85226,91,22,"5,893",692,"61,844",9.53,11.74,2.45,2.90
Arizona,AZ,85233,130,59,"3,858",164,"56,460",6.83,4.25,-4.99,-7.08
Arizona,AZ,85234,293,169,"16,163","1,053","194,812",8.30,6.51,-0.18,2.34
Arizona,AZ,85248,77,47,"9,669","1,430","114,606",8.44,14.79,-0.28,-0.69
Arizona,AZ,85249,34,15,"1,486",59,"26,103",5.69,3.97,-1.60,-0.59
Arizona,AZ,85250,27,13,"1,403",148,"36,006",3.90,10.55,-1.38,0.08
Arizona,AZ,85251,428,230,"23,043","1,470","468,991",4.91,6.38,-0.52,-0.14
Arizona,AZ,85253,83,31,"2,569",301,"52,856",4.86,11.72,-2.16,-0.26
Arizona,AZ,85254,197,85,"10,350",696,"183,641",5.64,6.72,-1.40,1.27
Arizona,AZ,85255,214,109,"16,071","2,078","214,704",7.49,12.93,-0.60,-0.22
Arizona,AZ,85256,6,2,612,78,"3,486",17.56,12.75,-7.34,-13.12
Arizona,AZ,85257,22,8,"3,078",409,"19,314",15.94,13.29,7.05,3.57
Arizona,AZ,85258,427,203,"41,902","6,592","460,167",9.11,15.73,1.67,3.81
Arizona,AZ,85259,600,218,"11,394",543,"261,630",4.36,4.77,0.25,1.27
Arizona,AZ,85260,369,144,"11,302","1,022","215,521",5.24,9.04,0.05,5.16
Arizona,AZ,85262,16,3,276,19,"9,447",2.92,6.88,-2.40,4.80
Arizona,AZ,85263,1,0,0,0,18,0.00,0.00,0.00,0.00
Arizona,AZ,85264,3,1,128,0,"4,019",3.18,0.00,-3.60,-60.00
Arizona,AZ,85266,19,5,594,58,"8,531",6.96,9.76,4.34,9.76
Arizona,AZ,85268,38,20,"2,178",29,"61,987",3.51,1.33,-1.05,-2.79
Arizona,AZ,85281,85,40,"4,097",289,"96,666",4.24,7.05,-7.40,-11.68
Arizona,AZ,85282,183,70,"7,719",700,"191,758",4.03,9.07,0.45,3.32
Arizona,AZ,85283,128,61,"10,652",686,"207,906",5.12,6.44,-0.61,-0.38
Arizona,AZ,85284,59,16,739,32,"41,816",1.77,4.33,-0.49,-1.77
Arizona,AZ,85286,75,33,"3,943",248,"47,873",8.24,6.29,-1.01,-0.62
Arizona,AZ,85295,117,53,"5,831",384,"102,532",5.69,6.59,-0.65,2.98
Arizona,AZ,85296,102,63,"7,577",605,"141,227",5.37,7.98,0.11,0.87
Arizona,AZ,85297,145,65,"6,625",290,"96,393",6.87,4.38,-1.64,-2.76
Arizona,AZ,85298,22,12,"1,010",81,"24,183",4.18,8.02,0.53,0.85
Arizona,AZ,85301,57,29,"2,942",114,"74,867",3.93,3.87,-1.43,0.01
Arizona,AZ,85302,51,17,"2,636",85,"82,758",3.19,3.22,-1.15,1.34
Arizona,AZ,85303,6,2,100,0,"1,259",7.94,0.00,7.94,0.00
Arizona,AZ,85304,81,43,"11,229","1,132","145,969",7.69,10.08,0.60,3.32
Arizona,AZ,85305,9,3,91,0,"1,671",5.45,0.00,-25.92,-16.99
Arizona,AZ,85306,310,188,"21,235","1,883","428,040",4.96,8.87,-0.62,-0.22
Arizona,AZ,85307,2,0,0,0,103,0.00,0.00,,
Arizona,AZ,85308,392,215,"34,355","5,028","402,357",8.54,14.64,0.77,0.79
Arizona,AZ,85309,13,7,362,42,"2,418",14.97,11.60,14.97,11.60
Arizona,AZ,85310,15,5,832,112,"7,657",10.87,13.46,1.19,8.21
Arizona,AZ,85321,6,4,371,13,"3,727",9.95,3.50,0.69,-7.39
Arizona,AZ,85323,42,23,"1,110",32,"24,716",4.49,2.88,-0.09,0.40
Arizona,AZ,85324,5,5,"1,252",77,"13,081",9.57,6.15,1.74,2.04
Arizona,AZ,85326,31,21,"1,291",0,"53,143",2.43,0.00,-5.67,-11.47
Arizona,AZ,85331,43,20,"2,077",72,"48,946",4.24,3.47,-0.14,-0.15
Arizona,AZ,85335,8,3,"1,199",254,"7,385",16.24,21.18,4.22,10.30
Arizona,AZ,85337,1,1,85,0,"3,524",2.41,0.00,-0.05,0.00
Arizona,AZ,85338,91,47,"3,158",176,"48,027",6.58,5.57,-1.75,1.94
Arizona,AZ,85339,17,3,296,72,"2,403",12.32,24.32,6.31,24.32
Arizona,AZ,85340,54,29,"1,611",25,"38,246",4.21,1.55,-1.12,-2.50
Arizona,AZ,85344,34,21,"4,552",500,"55,148",8.25,10.98,-0.93,0.63
Arizona,AZ,85345,25,11,"1,201",91,"16,367",7.34,7.58,3.64,7.58
Arizona,AZ,85346,3,1,149,35,"2,316",6.43,23.49,1.21,16.91
Arizona,AZ,85348,1,1,217,18,"2,353",9.22,8.29,,
Arizona,AZ,85349,21,7,380,11,"35,203",1.08,2.89,-1.03,2.89
Arizona,AZ,85350,3,1,41,0,341,12.02,0.00,-16.97,0.00
Arizona,AZ,85351,219,141,"40,627","4,242","391,457",10.38,10.44,2.99,1.10
Arizona,AZ,85352,1,0,0,0,437,0.00,0.00,0.00,0.00
Arizona,AZ,85353,12,3,206,0,"5,504",3.74,0.00,-2.30,-3.48
Arizona,AZ,85355,3,2,95,0,858,11.07,0.00,-61.00,-16.41
Arizona,AZ,85356,1,1,14,0,628,2.23,0.00,,
Arizona,AZ,85362,1,1,397,40,"9,053",4.39,10.08,-2.97,4.14
Arizona,AZ,85363,6,1,13,0,"1,206",1.08,0.00,-26.33,-20.43
Arizona,AZ,85364,359,192,"33,975","3,686","554,933",6.12,10.85,-0.10,1.24
Arizona,AZ,85365,22,5,850,110,"18,238",4.66,12.94,-10.60,-8.34
Arizona,AZ,85367,12,6,566,0,"15,670",3.61,0.00,-0.88,-2.00
Arizona,AZ,85373,8,2,173,0,"1,101",15.71,0.00,8.75,0.00
Arizona,AZ,85374,220,132,"18,549","1,164","469,499",3.95,6.28,-0.98,-0.70
Arizona,AZ,85375,187,126,"18,366",853,"241,756",7.60,4.64,-0.13,-2.17
Arizona,AZ,85377,17,5,390,0,"14,043",2.78,0.00,-2.19,-2.68
Arizona,AZ,85379,15,3,69,0,"1,499",4.60,0.00,-9.61,0.00
Arizona,AZ,85381,314,146,"31,110","2,661","636,102",4.89,8.55,-0.48,2.07
Arizona,AZ,85382,91,37,"3,840",592,"47,883",8.02,15.42,-2.73,-0.15
Arizona,AZ,85383,26,8,686,102,"12,960",5.29,14.87,-2.34,4.66
Arizona,AZ,85387,1,0,0,0,112,0.00,0.00,0.00,0.00
Arizona,AZ,85388,8,3,40,0,670,5.97,0.00,-3.10,0.00
Arizona,AZ,85390,31,14,"1,865",85,"35,378",5.27,4.56,-0.86,-2.15
Arizona,AZ,85392,102,50,"9,504",475,"178,894",5.31,5.00,-0.96,-1.34
Arizona,AZ,85395,154,92,"14,139","1,099","232,760",6.07,7.77,-2.10,-4.04
Arizona,AZ,85396,5,2,650,49,"10,458",6.22,7.54,1.72,7.54
Arizona,AZ,85501,42,31,"8,297","1,686","67,557",12.28,20.32,3.48,8.69
Arizona,AZ,85530,1,1,27,0,"2,045",1.32,0.00,1.32,0.00
Arizona,AZ,85533,1,0,0,0,"5,055",0.00,0.00,0.00,0.00
Arizona,AZ,85539,1,0,0,0,11,0.00,0.00,0.00,0.00
Arizona,AZ,85540,12,5,275,0,"13,446",2.05,0.00,-3.39,-4.98
Arizona,AZ,85541,66,42,"8,715",965,"115,640",7.54,11.07,-0.67,1.21
Arizona,AZ,85542,1,1,16,0,219,7.31,0.00,,
Arizona,AZ,85544,2,0,0,0,124,0.00,0.00,-7.65,-17.16
Arizona,AZ,85546,80,52,"8,589","1,157","118,903",7.22,13.47,-2.19,-0.39
Arizona,AZ,85550,10,3,100,0,"2,652",3.77,0.00,0.22,0.00
Arizona,AZ,85552,4,2,75,0,"1,427",5.26,0.00,-2.98,0.00
Arizona,AZ,85602,23,14,"5,695",983,"48,427",11.76,17.26,2.70,5.32
Arizona,AZ,85603,21,14,"2,196",123,"30,261",7.26,5.60,0.78,0.57
Arizona,AZ,85607,38,20,"3,601",277,"74,683",4.82,7.69,-0.71,-3.12
Arizona,AZ,85610,9,8,774,92,"12,719",6.09,11.89,-1.52,4.24
Arizona,AZ,85613,4,0,0,0,260,0.00,0.00,0.00,0.00
Arizona,AZ,85614,69,46,"10,040",771,"187,322",5.36,7.68,-0.48,-1.16
Arizona,AZ,85615,3,2,510,11,"7,972",6.40,2.16,-3.88,-11.05
Arizona,AZ,85621,43,21,"3,289",83,"113,348",2.90,2.52,-0.35,-1.85
Arizona,AZ,85622,7,4,343,28,"2,503",13.70,8.16,-25.13,8.16
Arizona,AZ,85623,1,1,"1,082",176,"9,874",10.96,16.27,-1.74,1.89
Arizona,AZ,85624,1,1,185,17,"2,814",6.57,9.19,0.24,-13.39
Arizona,AZ,85625,2,1,195,44,"2,204",8.85,22.56,-0.09,0.41
Arizona,AZ,85629,12,4,"1,633",150,"28,757",5.68,9.19,-0.36,2.04
Arizona,AZ,85630,1,0,0,0,34,0.00,0.00,-36.36,0.00
Arizona,AZ,85631,6,6,596,66,"11,015",5.41,11.07,-4.35,1.34
Arizona,AZ,85634,3,1,16,0,382,4.19,0.00,-6.88,-3.29
Arizona,AZ,85635,160,80,"13,247","1,077","219,049",6.05,8.13,-1.66,-1.45
Arizona,AZ,85641,11,7,564,27,"6,233",9.05,4.79,-0.29,-1.17
Arizona,AZ,85643,17,16,"3,866",665,"52,400",7.38,17.20,-0.31,1.80
Arizona,AZ,85645,2,2,125,0,"2,816",4.44,0.00,,
Arizona,AZ,85646,2,0,0,0,629,0.00,0.00,-1.73,0.00
Arizona,AZ,85650,5,3,96,0,"1,105",8.69,0.00,-1.20,0.00
Arizona,AZ,85653,31,21,"2,398",177,"46,231",5.19,7.38,-5.33,-9.81
Arizona,AZ,85658,3,2,434,73,"9,916",4.38,16.82,-3.33,-2.89
Arizona,AZ,85701,16,7,823,139,"17,504",4.70,16.89,1.67,8.64
Arizona,AZ,85704,301,140,"24,388","2,328","490,418",4.97,9.55,-1.28,-0.07
Arizona,AZ,85705,90,38,"7,069","1,596","97,003",7.29,22.58,-2.23,-1.02
Arizona,AZ,85706,22,8,959,55,"20,101",4.77,5.74,-1.15,-2.63
Arizona,AZ,85707,17,8,746,100,"7,305",10.21,13.40,-2.48,7.39
Arizona,AZ,85710,212,111,"21,818","2,761","336,107",6.49,12.65,-0.77,0.78
Arizona,AZ,85711,295,156,"28,544","3,644","348,891",8.18,12.77,-1.54,0.35
Arizona,AZ,85712,614,330,"54,812","6,765","806,963",6.79,12.34,-0.29,2.54
Arizona,AZ,85713,235,79,"7,493",646,"183,800",4.08,8.62,-0.21,0.32
Arizona,AZ,85714,66,27,"2,905",285,"68,378",4.25,9.81,-1.25,-1.35
Arizona,AZ,85715,143,83,"13,161","1,197","233,675",5.63,9.10,-0.14,0.40
Arizona,AZ,85716,88,31,"5,578",875,"56,992",9.79,15.69,-0.03,2.42
Arizona,AZ,85718,163,74,"9,277","1,216","143,848",6.45,13.11,-1.62,-0.35
Arizona,AZ,85719,106,38,"2,124",67,"51,271",4.14,3.15,0.30,0.93
Arizona,AZ,85723,44,6,236,0,"16,710",1.41,0.00,-9.63,-11.36
Arizona,AZ,85724,593,211,"15,844","2,484","145,968",10.85,15.68,4.52,10.68
Arizona,AZ,85730,24,5,601,64,"25,995",2.31,10.65,-0.56,0.33
Arizona,AZ,85735,6,5,834,70,"19,780",4.22,8.39,-1.97,-0.47
Arizona,AZ,85736,1,1,11,0,193,5.70,0.00,1.40,0.00
Arizona,AZ,85737,34,10,"1,402",124,"38,761",3.62,8.84,-0.15,1.83
Arizona,AZ,85739,31,13,"2,029",237,"45,083",4.50,11.68,-1.10,-1.25
Arizona,AZ,85741,242,153,"22,463","1,973","328,080",6.85,8.78,-0.27,-0.24
Arizona,AZ,85742,14,6,694,139,"20,033",3.46,20.03,0.52,6.89
Arizona,AZ,85743,27,9,719,67,"8,387",8.57,9.32,-0.59,3.94
Arizona,AZ,85745,179,116,"17,367","2,141","326,986",5.31,12.33,-0.77,1.53
Arizona,AZ,85746,84,47,"8,393","1,262","173,047",4.85,15.04,-1.22,1.13
Arizona,AZ,85747,28,17,"2,267",169,"43,624",5.20,7.45,1.20,5.31
Arizona,AZ,85748,23,15,"2,080",276,"26,565",7.83,13.27,-0.68,-1.96
Arizona,AZ,85749,17,5,"1,269",119,"31,080",4.08,9.38,-7.22,-10.58
Arizona,AZ,85750,34,11,"1,005",45,"28,024",3.59,4.48,-2.19,-5.46
Arizona,AZ,85755,52,27,"7,801","1,231","68,426",11.40,15.78,6.06,7.72
Arizona,AZ,85756,5,1,62,0,"2,105",2.95,0.00,-7.51,-5.26
Arizona,AZ,85901,81,49,"8,250","1,215","101,889",8.10,14.73,0.04,5.49
Arizona,AZ,85925,8,6,"2,358",200,"30,481",7.74,8.48,-0.31,-1.76
Arizona,AZ,85929,32,26,"4,696",474,"49,448",9.50,10.09,-0.57,0.28
Arizona,AZ,85933,3,1,18,0,111,16.22,0.00,11.35,0.00
Arizona,AZ,85935,9,4,405,42,"7,164",5.65,10.37,-3.04,5.27
Arizona,AZ,85936,10,6,744,104,"17,408",4.27,13.98,-2.63,-0.70
Arizona,AZ,85937,18,14,"2,590",297,"40,447",6.40,11.47,-0.16,-1.87
Arizona,AZ,85938,4,2,260,13,"7,404",3.51,5.00,-1.79,-3.42
Arizona,AZ,85939,3,1,16,0,"2,034",0.79,0.00,-5.65,0.00
Arizona,AZ,85941,62,30,"1,844",254,"35,541",5.19,13.77,-3.84,5.94
Arizona,AZ,86001,326,182,"17,312","1,718","201,025",8.61,9.92,-0.41,1.81
Arizona,AZ,86004,89,34,"2,260",86,"79,269",2.85,3.81,-3.09,-6.26
Arizona,AZ,86011,2,1,151,15,231,65.37,9.93,16.55,-0.75
Arizona,AZ,86017,1,0,0,0,18,0.00,0.00,0.00,0.00
Arizona,AZ,86018,1,0,0,0,26,0.00,0.00,0.00,0.00
Arizona,AZ,86022,1,1,15,0,60,25.00,0.00,-12.50,0.00
Arizona,AZ,86023,2,1,117,0,"1,637",7.15,0.00,-0.76,0.00
Arizona,AZ,86024,1,0,0,0,13,0.00,0.00,0.00,0.00
Arizona,AZ,86025,9,4,146,0,"6,840",2.13,0.00,-1.87,0.00
Arizona,AZ,86033,19,6,200,27,"11,177",1.79,13.50,-1.83,5.39
Arizona,AZ,86040,26,15,"1,321",93,"21,839",6.05,7.04,-2.11,-0.86
Arizona,AZ,86042,16,13,872,56,"13,508",6.46,6.42,-2.61,-6.99
Arizona,AZ,86044,1,0,0,0,69,0.00,0.00,-14.38,0.00
Arizona,AZ,86045,75,40,"2,230",39,"53,690",4.15,1.75,-2.63,-0.52
Arizona,AZ,86046,7,6,850,103,"10,629",8.00,12.12,0.12,6.76
Arizona,AZ,86047,48,31,"2,807",403,"40,959",6.85,14.36,-0.16,5.45
Arizona,AZ,86054,1,1,199,63,"2,985",6.67,31.66,1.63,14.77
Arizona,AZ,86301,221,116,"21,781","2,394","251,254",8.67,10.99,0.64,1.09
Arizona,AZ,86303,12,3,975,101,"8,996",10.84,10.36,-2.96,0.01
Arizona,AZ,86305,132,75,"11,108",942,"235,877",4.71,8.48,-0.51,3.41
Arizona,AZ,86313,18,4,112,0,"1,488",7.53,0.00,5.08,-21.82
Arizona,AZ,86314,98,57,"11,311",847,"190,502",5.94,7.49,-0.81,-2.25
Arizona,AZ,86315,1,0,0,0,40,0.00,0.00,-2.98,0.00
Arizona,AZ,86321,5,2,59,0,"1,819",3.24,0.00,-2.40,0.00
Arizona,AZ,86322,23,11,"2,971",125,"42,845",6.93,4.21,0.38,-0.28
Arizona,AZ,86323,17,12,"2,558",143,"39,254",6.52,5.59,-0.84,-1.02
Arizona,AZ,86325,1,1,150,0,"4,531",3.31,0.00,-1.94,0.00
Arizona,AZ,86326,156,79,"14,060","1,295","232,946",6.04,9.21,-0.60,0.97
Arizona,AZ,86327,12,10,"2,403",122,"36,692",6.55,5.08,-2.89,-3.78
Arizona,AZ,86333,3,2,978,138,"12,341",7.92,14.11,-1.55,-1.04
Arizona,AZ,86334,1,0,0,0,11,0.00,0.00,,
Arizona,AZ,86336,55,28,"3,457",178,"63,331",5.46,5.15,-1.59,2.05
Arizona,AZ,86351,6,4,"1,140",148,"11,145",10.23,12.98,4.66,9.88
Arizona,AZ,86401,58,39,"6,404",404,"93,484",6.85,6.31,0.39,0.38
Arizona,AZ,86403,146,90,"15,341",829,"276,146",5.56,5.40,-1.08,0.65
Arizona,AZ,86404,4,1,66,0,546,12.09,0.00,,
Arizona,AZ,86406,1,1,83,0,259,32.05,0.00,14.53,0.00
Arizona,AZ,86409,182,98,"23,142","3,509","294,620",7.85,15.16,0.50,4.94
Arizona,AZ,86413,2,2,"1,186",102,"15,354",7.72,8.60,-0.71,-0.62
Arizona,AZ,86426,39,30,"22,830","3,748","101,816",22.42,16.42,6.87,3.51
Arizona,AZ,86432,6,4,425,0,"5,119",8.30,0.00,0.37,0.00
Arizona,AZ,86434,4,1,25,0,"1,559",1.60,0.00,-1.67,0.00
Arizona,AZ,86440,5,2,820,40,"8,362",9.81,4.88,-1.71,-3.19
Arizona,AZ,86442,145,80,"27,446","4,387","282,085",9.73,15.98,-0.35,2.66
Arizona,AZ,86503,52,18,909,39,"19,656",4.62,4.29,-1.21,0.96
Arizona,AZ,86504,67,31,"2,374",38,"51,858",4.58,1.60,-1.22,1.60
